ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,outcome
3672,"The Mix: A Student-run Music Magazine",Journalism,US,"2011-03-05 00:00:00","2011-06-04 00:00:00",3500,50,USD,failed
3673,"Blank Spaces",Theater,US,"2013-03-05 00:00:00","2013-04-04 00:00:00",1500,264,USD,failed
3674,"3D Puzzle Ship",Puzzles,US,"2015-01-07 00:00:00","2015-02-16 00:00:00",10000,715,USD,failed
3675,"Overcoming The Odds, What it Takes to Walk Away from Trauma",Nonfiction,US,"2017-01-25 00:00:00","2017-03-26 00:00:00",50000,526,USD,failed
3676,"The Great Mobile App, EarthFX: Ocean Update!",Software,US,"2012-07-11 00:00:00","2012-07-31 00:00:00",400,150,USD,failed
3677,"i'm recording my debut album!",Jazz,US,"2013-05-17 00:00:00","2013-06-30 00:00:00",5000,5385,USD,successful
3678,"Freely Reading Virtual Course",Web,US,"2017-05-08 00:00:00","2017-06-07 00:00:00",30000,235,USD,failed
3679,"DOCUMENTAL PAREJA",Documentary,ES,"2017-04-25 00:00:00","2017-05-11 00:00:00",652.56,777.63,EUR,successful
3680,"MarketMapp: Tap into the Dane County Farmers' Market",Apps,US,"2014-12-08 00:00:00","2015-01-08 00:00:00",100,1410,USD,successful
3681,""The Abbey Lincoln Project"",Jazz,US,"2011-04-04 00:00:00","2011-07-03 00:00:00",12500,13026,USD,successful
3682,"Unsound LABS 2012",Music,US,"2012-02-02 00:00:00","2012-03-03 00:00:00",18000,4367,USD,failed
3683,"The Award Goes To","Tabletop Games",US,"2013-05-14 00:00:00","2013-06-28 00:00:00",10000,1403,USD,failed
3684,"Gazelle: Web Series - Vol. 2",Comedy,GB,"2017-02-07 00:00:00","2017-03-03 00:00:00",2446.87,2581.45,GBP,successful
3685,"THE STAIN",Drama,US,"2014-08-04 00:00:00","2014-08-14 00:00:00",900,1200,USD,successful
3686,"eStartAcademy.com: Education You Can Implement",Web,US,"2014-10-17 00:00:00","2014-11-16 00:00:00",10000,237,USD,failed
3687,"Mead Lake's Most Wanted:  Sinners Sang the Crows EP","Indie Rock",US,"2015-11-19 00:00:00","2015-12-19 00:00:00",1500,4266,USD,successful
3688,"American Bidet - Cleans you way better than toilet paper.","Product Design",CA,"2017-12-11 00:00:00","2018-01-30 00:00:00",359452.83,2508.99,CAD,canceled
3689,"Kenny's Heart & Soul ~ Bay Area Soul Food Truck",Food,US,"2013-09-13 00:00:00","2013-10-15 00:00:00",20000,2595,USD,failed
3690,"Keep Me Conscious wants to record a new record!","Indie Rock",US,"2011-01-29 00:00:00","2011-04-02 00:00:00",7500,7853,USD,successful
3691,"The Good the bad and the habitual dater...",Fiction,US,"2015-09-30 00:00:00","2015-11-14 00:00:00",4000,65,USD,failed
3692,"Confessions of a Jungle Cruise Skipper",Nonfiction,US,"2011-12-24 00:00:00","2012-01-23 00:00:00",12000,1667.52,USD,failed
3693,"Deathmas - A Christmas Horror Movie","Film & Video",US,"2012-09-10 00:00:00","2012-10-10 00:00:00",3000,140,USD,failed
3694,SS-CMMS.com,Software,US,"2016-07-31 00:00:00","2016-08-30 00:00:00",10000,537,USD,failed
3695,"Frances Marion's Lost Novel 'Minnie Flynn' - A New Edition","Film & Video",GB,"2016-02-03 00:00:00","2016-03-04 00:00:00",991.05,1090.16,GBP,successful
3696,"Extinction Crisis: The Board Game","Tabletop Games",CA,"2017-02-16 00:00:00","2017-03-18 00:00:00",22061.02,3463.21,CAD,failed
3697,"The Overcast Theatre Presents "The Bald Soprano" By Ionesco",Theater,US,"2012-11-02 00:00:00","2012-12-02 00:00:00",1600,1680,USD,successful
3698,"Proverbial Films",Shorts,US,"2012-01-16 00:00:00","2012-02-17 00:00:00",12000,400,USD,failed
3699,"We Don't Know Yet",Documentary,US,"2012-11-20 00:00:00","2012-12-10 00:00:00",5000,5200.77,USD,successful
3700,"the shipwrecked","Video Games",FR,"2017-01-17 00:00:00","2017-02-16 00:00:00",63899.81,0,EUR,failed
3701,"Evil At My Sleeve (Police Journal of  Det. Jonathan Harper)",Fiction,US,"2013-08-28 00:00:00","2013-09-27 00:00:00",7000,30,USD,failed
3702,Home,Music,"N,0"","2015-02-15 00:00:00","2015-03-23 00:00:00",8500,9109,USD,undefined
3703,"The Baron Would Be Proud",Fiction,US,"2011-12-19 00:00:00","2012-01-23 00:00:00",1001,1888,USD,successful
3704,"The Coloring Table","Product Design",US,"2014-12-03 00:00:00","2015-01-08 00:00:00",20000,20255,USD,successful
3705,"John Muir Mural in Martinez","Public Art",US,"2012-05-01 00:00:00","2012-05-31 00:00:00",8000,311,USD,failed
3706,"Therapy Dog To The Rescue","Children's Books",US,"2015-12-29 00:00:00","2016-01-28 00:00:00",15298,101,USD,failed
3707,"Vermont Studio Center - The Life Changer.",Art,GB,"2014-04-29 00:00:00","2014-05-29 00:00:00",2342.86,4193.72,GBP,successful
3708,"Sui Generis","Video Games",GB,"2012-10-31 00:00:00","2012-11-30 00:00:00",240246.01,256351.86,GBP,successful
3709,"Supporting Angel Families Charity Poetry Book",Poetry,GB,"2016-01-25 00:00:00","2016-03-25 00:00:00",1216.32,30.05,GBP,failed
3710,"Cameleon – Live Streaming Made Easy",Apps,US,"2017-02-08 00:00:00","2017-03-05 00:00:00",6001,21050,USD,successful
3711,"Salad Days: The Birth of Punk Rock in the Nation's Capital",Documentary,US,"2012-09-10 00:00:00","2012-10-10 00:00:00",32000,54920.99,USD,successful
3712,"Neon Warship vinyl by Cursed Tongue Records",Rock,DK,"2016-08-03 00:00:00","2016-10-02 00:00:00",5988.83,6218.95,DKK,successful
3713,"Boston Terrier Mermaid Cute Plush Toys",Crafts,US,"2017-05-01 00:00:00","2017-05-21 00:00:00",6800,7951,USD,successful
3714,"The Three Golden Feathers",Family,US,"2014-05-07 00:00:00","2014-07-06 00:00:00",10000,0,USD,failed
3715,"An easy way to buy flowers? - There is an app for that!",Apps,CA,"2015-02-03 00:00:00","2015-02-11 00:00:00",15989.77,64.76,CAD,failed
3716,"EPIC DADDY - Using analytics to improve children's lives!",Technology,US,"2016-06-07 00:00:00","2016-07-07 00:00:00",10000,29,USD,failed
3717,"Soul Stuff, the gloriously messy "stuff" we wrestle with.",Poetry,US,"2014-09-29 00:00:00","2014-10-29 00:00:00",2750,0,USD,canceled
3718,"In Translation's first album!",Rock,US,"2012-03-03 00:00:00","2012-04-21 00:00:00",200,350,USD,successful
3719,"Let's Paint Those Candles",Painting,US,"2014-08-05 00:00:00","2014-08-26 00:00:00",1091,20,USD,failed
3720,"own space; mobile office to work on my projects wherever","Children's Books",GB,"2015-02-28 00:00:00","2015-04-29 00:00:00",223.78,0,GBP,failed
3721,"Nearbuds™ for AirPods™ - Magnetic clips with a safety strap.",Gadgets,CA,"2017-04-04 00:00:00","2017-05-09 00:00:00",18197.7,8174.41,CAD,failed
3722,"Mozart Reimagined - Photography book by Tyson Vick",Photobooks,US,"2015-09-13 00:00:00","2015-10-14 00:00:00",10000,3710,USD,failed
3723,"Gavarcia - Haute Couture in Canada",Couture,CA,"2015-03-18 00:00:00","2015-04-16 00:00:00",2460.83,456.07,CAD,failed
3724,"Help us release "Fever"!!!","Electronic Music",US,"2012-03-14 00:00:00","2012-05-12 00:00:00",1500,75,USD,failed
3725,"She and the Sea, The Pacific Northwest","Mixed Media",US,"2014-09-02 00:00:00","2014-09-26 00:00:00",14000,14029,USD,successful
3726,"Arduino Compitable Quad DC Motor Control Board",Hardware,US,"2012-07-26 00:00:00","2012-08-25 00:00:00",1000,2082,USD,successful
3727,"Philanthropic Wanderlust",Publishing,US,"2011-10-29 00:00:00","2011-11-28 00:00:00",10000,55,USD,failed
3728,"Headset holder-floating your headset,keep cool hair style","Product Design",AU,"2014-08-09 00:00:00","2014-09-23 00:00:00",5274.73,0,AUD,failed
3729,"Build Bulletproof Email Campaigns in Minutes with Elements","Graphic Design",NL,"2016-12-28 00:00:00","2017-01-30 00:00:00",16111.53,117.08,EUR,failed
3730,"Military Veterans First single",Pop,US,"2013-08-14 00:00:00","2013-09-28 00:00:00",1500,5,USD,failed
3731,"The Blackamikaze Project.",Hip-Hop,US,"2012-09-24 00:00:00","2012-10-24 00:00:00",3600,0,USD,failed
3732,"Brain Teaser (Canceled)","Product Design",US,"2015-10-13 00:00:00","2015-11-12 00:00:00",5000,200,USD,canceled
3733,"Atomic Robo and the Temple of Od HARDCOVER EDITION","Graphic Novels",US,"2017-11-07 00:00:00","2017-12-02 00:00:00",32500,51508,USD,successful
3734,"Max City BBQ",Food,US,"2013-10-01 00:00:00","2013-10-31 00:00:00",25000,27643,USD,successful
3735,"Beer Diagram Poster","Graphic Design",US,"2013-01-02 00:00:00","2013-01-28 00:00:00",500,15720,USD,successful
3736,"Wrist Wallets by meerkats: A travel and festival must have!",Accessories,DE,"2015-11-15 00:00:00","2015-12-15 00:00:00",16254,2495.53,EUR,failed
3737,"BUENO KEY. A Short Film by Award Winning Dyslexic Writer",Shorts,GB,"2014-12-11 00:00:00","2015-01-12 00:00:00",4552.08,5181.78,GBP,successful
3738,"Christina and Ali's Climb",Pop,US,"2011-02-09 00:00:00","2011-03-11 00:00:00",8000,8860,USD,successful
3739,"A Bucket of Blood",Theater,US,"2012-02-16 00:00:00","2012-03-08 00:00:00",5000,5435.14,USD,successful
3740,"Knock Down Mattress Foundation / Bed (Pat. Pend.)","Product Design",US,"2017-12-12 00:00:00","2018-01-11 00:00:00",150000,250,USD,live
3741,"#BrazilGotRekt Short Film (Canceled)",Shorts,GB,"2014-07-09 00:00:00","2014-07-14 00:00:00",17.09,0,GBP,canceled
3742,"Everlast Video",Hip-Hop,US,"2012-05-08 00:00:00","2012-05-28 00:00:00",3000,0,USD,failed
3743,"Forest & Bass",Music,CA,"2016-05-19 00:00:00","2016-07-03 00:00:00",1536.81,0.77,CAD,failed
3744,"1 PERCENT","Film & Video",US,"2012-04-05 00:00:00","2012-05-05 00:00:00",2200,70,USD,failed
3745,""F*ck it kitty" Vinyl stickers & shirts",Illustration,US,"2015-11-21 00:00:00","2015-12-21 00:00:00",150,340,USD,successful
3746,"Fitness Buddy",Apps,GB,"2015-02-11 00:00:00","2015-03-18 00:00:00",14853.1,1050.11,GBP,failed
3747,"Deep Blue Bag – An Ocean Friendly Urban Adventure Pack","Product Design",US,"2017-11-02 00:00:00","2017-12-26 00:00:00",17000,33010.87,USD,successful
3748,"Welcome to The Beer Syrup Company!","Small Batch",US,"2015-09-24 00:00:00","2015-11-01 00:00:00",8000,3461,USD,failed
3749,"Diamond Perri Presents " The Woman Philosopher"",Nonfiction,US,"2015-04-06 00:00:00","2015-05-06 00:00:00",1500,0,USD,failed
3750,"True Love:  Ethnic Music of Hope and Healing","World Music",US,"2011-10-16 00:00:00","2011-11-30 00:00:00",7174,0,USD,failed
3751,"HIU - The Small Space in Your House","Product Design",US,"2017-02-28 00:00:00","2017-04-10 00:00:00",15000,851,USD,canceled
3752,"Anthony Small's "The Christmas Kings of Comedy"","Film & Video",US,"2013-08-22 00:00:00","2013-09-06 00:00:00",200000,0,USD,failed
3753,"AT ALL COST!","Film & Video","N,0"","2015-03-10 00:00:00","2015-05-09 00:00:00",3000,470,USD,undefined
3754,"Great-Grandma Thelma's Ice Cream Sandwiches Delivery Van",Food,US,"2012-06-22 00:00:00","2012-07-22 00:00:00",20000,2152,USD,failed
3755,"Chaos: Climbing, Crawling, Karate","Interactive Design",US,"2014-09-27 00:00:00","2014-10-26 00:00:00",10000,3255,USD,failed
3756,""The Phantom Bride" - A Dark and Thrilling Ghost Story",Shorts,US,"2012-06-12 00:00:00","2012-07-22 00:00:00",13500,611,USD,failed
3757,"Help Cali Dronez get off the ground!!!",Flight,US,"2015-12-29 00:00:00","2016-01-28 00:00:00",17000,0,USD,failed
3758,"I could choose...",People,GB,"2015-03-31 00:00:00","2015-05-15 00:00:00",9425.66,0,GBP,failed
3759,"The Next Season of The Daily Guru",Webseries,US,"2013-04-25 00:00:00","2013-05-25 00:00:00",3500,3705,USD,successful
3760,"making 'the record'!",Rock,US,"2015-12-02 00:00:00","2016-01-13 00:00:00",4000,4160.55,USD,successful
3761,"Kafka's Babkas",Food,US,"2014-03-24 00:00:00","2014-04-23 00:00:00",7704,7941.05,USD,successful
3762,"Made With Fudge","Small Batch",GB,"2015-09-22 00:00:00","2015-10-22 00:00:00",770.2,785.61,GBP,successful
3763,"Skill in Action: Yoga and Social Justice Book",Nonfiction,US,"2017-11-30 00:00:00","2017-12-31 00:00:00",8000,8720.88,USD,successful
3764,"Reclaiming Our Children 2",Nonfiction,US,"2014-08-20 00:00:00","2014-09-19 00:00:00",9000,0,USD,failed
3765,"Josh Draco - Melrose (Mixtape) (Canceled)",Hip-Hop,US,"2014-07-08 00:00:00","2014-08-07 00:00:00",800,0,USD,canceled
3766,"Bring Unbaked to you!",Food,US,"2017-06-27 00:00:00","2017-07-27 00:00:00",5000,780,USD,failed
3767,"Solid Brass Motorcycle Creed Challenge Coin / Bottle Opener!","Product Design",US,"2014-10-15 00:00:00","2014-11-05 00:00:00",750,1938,USD,successful
3768,"New Album "From The Soul"",Hip-Hop,US,"2015-04-13 00:00:00","2015-05-13 00:00:00",3000,1,USD,failed
3769,"Musical Getaway",Music,US,"2014-07-09 00:00:00","2014-08-08 00:00:00",10000,2,USD,failed
3770,"IN A HAIL OF BULLETS","Narrative Film",US,"2015-08-25 00:00:00","2015-10-24 00:00:00",150000,490,USD,failed
3771,"PIPECLEANER BATMAN",Crafts,US,"2014-08-05 00:00:00","2014-09-04 00:00:00",10000,0,USD,failed
3772,"The Mind Hero: Deep platformer which teaches psychology too","Video Games",US,"2015-08-06 00:00:00","2015-08-17 00:00:00",1400,50,USD,failed
3773,"Woodland Park Historical Mural and Public Art Project","Public Art",US,"2015-03-18 00:00:00","2015-05-17 00:00:00",9000,10646,USD,successful
3774,"Custom Fit Swimwear for Every Woman by Fluid Sunwear",Fashion,US,"2014-03-07 00:00:00","2014-03-28 00:00:00",48000,1326,USD,failed
3775,"The Perfect Cookie",Food,US,"2012-11-28 00:00:00","2012-12-28 00:00:00",1000,206,USD,failed
3776,"LVX Synthwave EP on CD, Vinyl, Cassette Tape","Electronic Music",FR,"2017-05-24 00:00:00","2017-06-23 00:00:00",4301.63,1326.24,EUR,failed
3777,"coffee and blood",Art,US,"2015-11-16 00:00:00","2015-12-16 00:00:00",10000,0,USD,failed
3778,Cuture,Apps,GB,"2015-10-07 00:00:00","2015-11-26 00:00:00",7525.93,0,GBP,failed
3779,""A Friend Like Me... Has Friends Like These",Jazz,US,"2014-09-19 00:00:00","2014-10-22 00:00:00",10000,4312,USD,failed
3780,"Pieces of My Soul: Scattered Around Chicago. (Canceled)",Photography,US,"2010-08-02 00:00:00","2010-10-31 00:00:00",60,160,USD,canceled
3781,"RFF - Ratliff's Farm Foods",Farms,US,"2015-02-26 00:00:00","2015-03-28 00:00:00",50000,0,USD,failed
3782,"Rural Mountain Wear",Fashion,US,"2011-12-22 00:00:00","2012-02-11 00:00:00",1650,5,USD,failed
3783,"Box Creations",DIY,US,"2015-04-06 00:00:00","2015-05-15 00:00:00",150000,50,USD,failed
3784,"The Seth Enigma: Archaeological Expedition to Yale Library",Documentary,US,"2017-02-23 00:00:00","2017-03-25 00:00:00",2090,0,USD,failed
3785,"Frost Clothing",Apparel,US,"2016-11-22 00:00:00","2017-01-01 00:00:00",7500,137,USD,failed
3786,"Spectacular Sunrise and Sunsets, the 2014 Calendar","Mixed Media",US,"2013-06-11 00:00:00","2013-07-15 00:00:00",3000,10,USD,failed
3787,"Who wants to push my buttons!",Art,US,"2015-04-21 00:00:00","2015-05-21 00:00:00",400,425,USD,successful
3788,"Sweet Pea Designs - 2013 Bridal Collection",Fashion,US,"2013-01-25 00:00:00","2013-02-24 00:00:00",1500,350,USD,failed
3789,"You & Who",Music,"N,0"","2014-12-21 00:00:00","2015-01-16 00:00:00",8000,8370,USD,undefined
3790,"Lip Lady FAB's 10 Steps to Liposuction Insurance Coverage",Nonfiction,US,"2016-04-26 00:00:00","2016-05-26 00:00:00",1000,155,USD,failed
3791,""LET'S HAVE CHURCH!!!" ~The Hilarious Game About Church Folk","Tabletop Games",US,"2012-05-01 00:00:00","2012-06-10 00:00:00",12000,1641,USD,failed
3792,"Glass Liquor Bottle Lamps",Glass,US,"2015-07-24 00:00:00","2015-08-23 00:00:00",1100,125,USD,failed
3793,"Die Verschwörung - Conspiracy - Postproduktion",Shorts,AT,"2016-01-20 00:00:00","2016-03-15 00:00:00",2819.76,2.26,EUR,failed
3794,"Making PBTC™  A World Class “Christian Faith Apparel”",Apparel,US,"2014-10-20 00:00:00","2014-11-29 00:00:00",40000,0,USD,canceled
3795,"Bridges Album 2016",Music,US,"2015-12-26 00:00:00","2016-01-25 00:00:00",23000,30803,USD,successful
3796,"HIPP Titanium: The hip flask reborn in Titanium","Product Design",GB,"2013-10-28 00:00:00","2013-12-27 00:00:00",16511.19,26668.87,GBP,successful
3797,"Fundraiser for An Innovative New Press",Publishing,US,"2016-07-09 00:00:00","2016-09-07 00:00:00",5000,5405,USD,successful
3798,"Charleston Vintage Food and History Tours",Food,US,"2015-10-28 00:00:00","2015-11-27 00:00:00",30000,150,USD,failed
3799,"Tools Of The Freemasons",Painting,US,"2012-04-18 00:00:00","2012-05-18 00:00:00",1500,30,USD,failed
3800,"Kansas City Speed Boys",Webseries,US,"2017-02-07 00:00:00","2017-04-08 00:00:00",1000,1,USD,failed
3801,"Saltfish Surf Co. Carry anything, anywhere, in style.",Accessories,US,"2016-05-02 00:00:00","2016-05-30 00:00:00",20000,7497,USD,failed
3802,"Katie Zaccardi's New Single: Cave",Music,US,"2015-12-22 00:00:00","2016-01-09 00:00:00",300,435,USD,successful
3803,"An e-module that's more than a PDF - For Pathfinder RPG",Games,US,"2012-08-15 00:00:00","2012-09-14 00:00:00",2000,3195,USD,successful
3804,"PiPub - Powered USB Hub and Power Control for Raspberry Pi",Hardware,NZ,"2014-07-27 00:00:00","2014-08-26 00:00:00",8372.4,2577.86,NZD,failed
3805,"Creating 4 City STEM Summer Camps 2015","Space Exploration",US,"2015-01-18 00:00:00","2015-01-26 00:00:00",1200,88,USD,failed
3806,"Player's Pawn",Comics,US,"2014-04-02 00:00:00","2014-05-02 00:00:00",6000,1010,USD,failed
3807,"Adventures in the Shadows",Animation,US,"2013-12-09 00:00:00","2014-01-23 00:00:00",10000,1636,USD,failed
3808,"The Edge of Extinction Online (Canceled)","Video Games",US,"2014-02-04 00:00:00","2014-03-10 00:00:00",300000,0,USD,canceled
3809,"Veteran to Farmer (Canceled)",Farms,US,"2015-03-27 00:00:00","2015-04-26 00:00:00",25000,0,USD,canceled
3810,"The Taming of the Shrew",Plays,GB,"2016-05-03 00:00:00","2016-06-02 00:00:00",1443.23,461.83,GBP,failed
3811,"B.Y.O.Beard Care",Crafts,US,"2016-01-29 00:00:00","2016-02-28 00:00:00",500,50,USD,failed
3812,"States of Union - Portraits of Same-Sex Families",Photography,US,"2011-04-28 00:00:00","2011-06-15 00:00:00",30000,4601,USD,failed
3813,"Fidget Pen Widget Writer - Write And Fidget At The Same Time","Product Design",US,"2017-08-11 00:00:00","2017-08-26 00:00:00",5000,80,USD,suspended
3814,"Fox & Otter Company/Product Launch!",Apparel,US,"2017-01-20 00:00:00","2017-02-19 00:00:00",6500,7226,USD,successful
3815,"Hummingbirds - Volume 1","Art Books",US,"2015-05-05 00:00:00","2015-06-19 00:00:00",175000,15376,USD,failed
3816,"The Weekend Detectives",Webseries,US,"2015-04-02 00:00:00","2015-05-02 00:00:00",10000,11040,USD,successful
3817,""The Weller Wagon" collapsable baby stroller wagon system","Product Design",US,"2011-12-21 00:00:00","2012-01-20 00:00:00",50000,0,USD,canceled
3818,"Platform for concert and event tickets",Music,DE,"2015-06-13 00:00:00","2015-07-13 00:00:00",32666.93,0,EUR,failed
3819,"LITTLE BUSTER DOCUMENTARY",Documentary,US,"2012-03-15 00:00:00","2012-04-29 00:00:00",7500,175,USD,failed
3820,"The Mixtape Man",Music,US,"2015-03-02 00:00:00","2015-04-01 00:00:00",10000,1,USD,failed
3821,"Morse Code Playing Cards.","Playing Cards",US,"2014-05-14 00:00:00","2014-06-13 00:00:00",10000,1244,USD,failed
3822,"The Deferred Dream",Poetry,US,"2012-01-11 00:00:00","2012-02-10 00:00:00",2500,3295,USD,successful
3823,"Skinny Bags. Unique Leather Handbags. Made in the USA",Fashion,US,"2014-01-31 00:00:00","2014-03-11 00:00:00",2000,140,USD,failed
3824,"Best Trilogy That Mankind Will Want In Theaters",Fiction,CA,"2015-10-31 00:00:00","2015-11-08 00:00:00",58456.97,0,CAD,failed
3825,"Find Your Prince Charming",Shorts,US,"2010-09-07 00:00:00","2010-10-30 00:00:00",2000,2211,USD,successful
3826,"Bryan Austin's new six pack EP","Indie Rock",US,"2011-04-22 00:00:00","2011-06-06 00:00:00",5000,5000,USD,successful
3827,Groves,"Tabletop Games",US,"2017-06-06 00:00:00","2017-07-07 00:00:00",8800,38123,USD,successful
3828,"Men in Suits (2015) Full YouTube Movie",Comedy,US,"2015-07-06 00:00:00","2015-07-14 00:00:00",700,0,USD,failed
3829,"An Album of Firsts",Music,"N,0"","2014-07-20 00:00:00","2014-08-31 00:00:00",6000,6124.83,USD,undefined
3830,"Please Help me heal and tell my story",Publishing,AU,"2014-11-11 00:00:00","2014-11-26 00:00:00",2130.56,592.3,AUD,failed
3831,"American Rebel - Or, Desperately Seeking George (Clooney)","Narrative Film",GB,"2013-05-24 00:00:00","2013-06-23 00:00:00",18310.83,274.66,GBP,failed
